provincia_nombre,delito_descripcion,caso_fecha_inicio,autor_genero
Chubut,Lesiones graves,2016-10-18,M
Chubut,"Privación abusiva de libertad, vejaciones, severidades y apremios ilegales",2017-01-03,M
Chubut,"Privación abusiva de libertad, vejaciones, severidades y apremios ilegales",2017-01-03,M
Chubut,"Privación abusiva de libertad, vejaciones, severidades y apremios ilegales",2017-01-03,M
Chubut,"Privación abusiva de libertad, vejaciones, severidades y apremios ilegales",2017-01-03,M
Chubut,Tenencia y portación de armas y explosivos,2017-08-25,M
Chubut,Tenencia y portación de armas y explosivos,2017-08-25,M
Chubut,Amenazas,2018-01-19,M
Chubut,Hurto,2018-02-22,M
Chubut,Encubrimiento,2018-02-22,M
Chubut,Hurto,2018-02-22,M
Chubut,Encubrimiento,2018-02-22,M
Chubut,Hurto,2018-02-22,M
Chubut,Encubrimiento,2018-02-22,M
Chubut,Lesiones graves,2018-10-12,M
Chubut,Privación ilegal de la libertad agravada por el vínculo,2019-03-21,M
Chubut,Amenazas,2019-03-21,M
Chubut,Extorsión,2019-05-06,M
Chubut,Lesiones leves,2019-05-09,M
Chubut,Hurto,2019-06-10,M
Chubut,Hurto,2019-06-19,M
Chubut,Uso de documento falsificado o adulterado,2019-07-02,M
Chubut,Estafa,2019-07-16,F
Chubut,Amenazas,2019-08-07,M
Chubut,Lesiones leves,2019-09-03,M
Chubut,Lesiones graves,2019-09-10,M
Chubut,Abuso sexual,2019-09-17,M
Chubut,Lesiones graves,2019-10-01,M
Chubut,Falsificación o adulteración de instrumentos públicos,2019-10-02,M
Chubut,Amenazas,2019-10-02,M
Chubut,Encubrimiento,2019-10-02,M
Chubut,Daños de una cosa mueble o inmueble o un animal,2019-10-03,M
Chubut,Abuso sexual,2019-10-18,M
Chubut,Robo,2019-10-24,M
Chubut,Estafa,2019-12-04,F
Chubut,Amenazas,2019-12-12,M
Chubut,Lesiones leves,2019-12-12,M
Chubut,Amenazas,2019-12-12,M
Chubut,Desobediencia a la autoridad,2019-12-12,M
Chubut,Estafa,2020-01-13,M
Chubut,Lesiones leves,2020-01-13,F
Chubut,Robo,2020-02-11,M
Chubut,Robo,2020-02-14,M
Chubut,"Falsificación, alteración o supresión de numeración",2020-02-27,M
Chubut,Daños,2020-03-08,M
Chubut,Abuso sexual,2020-03-09,M
Chubut,Estafa,2020-03-13,M
Chubut,Abuso sexual,2020-03-16,M
Chubut,Violación de medidas contra epidemias,2020-04-08,M
Chubut,Violación de medidas contra epidemias,2020-04-08,F
Chubut,Violación de medidas contra epidemias,2020-04-13,M
Chubut,Violación de medidas contra epidemias,2020-04-13,M
Chubut,Violación de medidas contra epidemias,2020-04-15,M
Chubut,Violación de medidas contra epidemias,2020-04-24,M
Chubut,Violación de medidas contra epidemias,2020-04-24,M
Chubut,Violación de medidas contra epidemias,2020-04-24,M
Chubut,Violación de medidas contra epidemias,2020-04-24,M
Chubut,Violación de medidas contra epidemias,2020-04-24,M
Chubut,Violación de medidas contra epidemias,2020-04-24,M
Chubut,Violación de medidas contra epidemias,2020-04-27,M
Chubut,Violación de medidas contra epidemias,2020-04-27,M
Chubut,Robo,2020-05-10,M
Chubut,Robo,2020-05-10,M
Chubut,Homicidio,2020-05-14,M
Chubut,Abuso sexual,2020-06-08,M
Chubut,Amenazas,2020-06-10,M
Chubut,Hurto,2020-06-17,M
Chubut,Estafa,2020-06-24,M
Chubut,Estafa,2020-06-24,F
Chubut,Lesiones graves,2020-06-24,M
Chubut,Hurto,2020-07-01,M
Chubut,Hurto,2020-07-01,M
Chubut,Amenazas,2020-07-02,M
Chubut,Hurto,2020-07-07,M
Chubut,Hurto,2020-07-07,M
Chubut,Hurto,2020-07-07,M
Chubut,Homicidio,2020-07-07,M
Chubut,Homicidio,2020-07-07,M
Chubut,Abuso sexual,2020-07-08,M
Chubut,Tenencia y portación de armas y explosivos,2020-07-14,M
Chubut,Lesiones culposas graves o gravísimas,2020-07-25,M
Chubut,Homicidio,2020-07-26,F
Chubut,Lesiones leves,2020-07-29,M
Chubut,Robo,2020-07-29,M
Chubut,Estafa,2020-08-04,M
Chubut,Adulteración de número o grabado,2020-08-07,F
Chubut,Hurto,2020-08-13,M
Chubut,Amenazas,2020-08-17,F
Chubut,Robo,2020-08-21,M
Chubut,Homicidio,2020-08-22,M
Chubut,Resistencia o desobediencia a un funcionario público,2020-08-24,M
Chubut,Daños,2020-08-24,F
Chubut,Amenazas,2020-08-28,M
Chubut,Robo,2020-08-28,M
Chubut,Robo,2020-08-28,M
Chubut,Amenazas,2020-09-03,M
Chubut,Hurto,2020-09-09,M
Chubut,Hurto,2020-09-14,M
Chubut,Daños,2020-09-18,F
Chubut,Lesiones leves,2020-09-21,M
Chubut,Amenazas,2020-09-21,M
Chubut,Lesiones leves,2020-09-22,M
Chubut,Defraudación agravada por fraude en perjuicio de la administración pública,2020-09-23,F
Chubut,Calumnias,2020-09-23,F
Chubut,Calumnias,2020-09-23,F
Chubut,Calumnias,2020-09-23,F
Chubut,Hurto,2020-09-24,M
Chubut,Hurto,2020-09-24,M
Chubut,Estafa,2020-09-25,F
Chubut,Amenazas,2020-09-26,M
Chubut,Lesiones leves,2020-09-29,M
Chubut,Amenazas,2020-09-29,M
Chubut,Abuso sexual,2020-10-13,M
Chubut,Daños de una cosa mueble o inmueble o un animal,2020-10-13,F
Chubut,Lesiones graves,2020-10-14,M
Chubut,Lesiones graves,2020-10-14,M
Chubut,Lesiones graves,2020-10-14,M
Chubut,Daños,2020-10-14,M
Chubut,Daños,2020-10-14,M
Chubut,Lesiones leves,2020-10-16,M
Chubut,Lesiones leves,2020-10-22,M
Chubut,Amenazas,2020-10-22,M
Chubut,Lesiones leves,2020-10-22,M
Chubut,Amenazas,2020-10-22,M
Chubut,Violación de medidas contra epidemias,2020-10-23,M
Chubut,Lesiones leves,2020-10-26,F
Chubut,Amenazas,2020-10-26,M
Chubut,Desobediencia a la autoridad,2020-10-26,M
Chubut,Lesiones leves,2020-10-27,F
Chubut,Amenazas,2020-10-28,F
Chubut,Amenazas,2020-10-28,M
Chubut,Amenazas,2020-10-28,M
Chubut,Hurto,2020-10-29,F
Chubut,Hurto,2020-10-29,M
Chubut,Amenazas,2020-10-29,M
Chubut,Amenazas,2020-10-29,M
Chubut,Amenazas,2020-11-06,M
Chubut,Lesiones leves,2020-11-07,M
Chubut,Amenazas,2020-11-07,M
Chubut,Amenazas,2020-11-09,M
Chubut,Amenazas,2020-11-09,F
Chubut,Amenazas,2020-11-09,M
Chubut,Daños,2020-11-10,M
Chubut,"Falsificación, alteración o supresión de numeración",2020-11-10,M
Chubut,Amenazas,2020-11-12,M
Chubut,Coacciones,2020-11-12,M
Chubut,Hurto,2020-11-12,M
Chubut,Daño con el fin de impedir el libre ejercicio de la autoridad o en venganza de sus determinaciones,2020-11-12,M
Chubut,"Daño ejecutado en cosas de valor científico, cultural, militar o religioso, e instalaciones públicas.",2020-11-12,M
Chubut,Atentado contra la autoridad,2020-11-12,M
Chubut,Amenazas,2020-11-12,M
Chubut,Coacciones,2020-11-12,M
Chubut,Daño con el fin de impedir el libre ejercicio de la autoridad o en venganza de sus determinaciones,2020-11-12,M
Chubut,"Daño ejecutado en cosas de valor científico, cultural, militar o religioso, e instalaciones públicas.",2020-11-12,M
Chubut,Atentado contra la autoridad,2020-11-12,M
Chubut,Atentado contra la autoridad a mano armada,2020-11-12,M
Chubut,Hurto,2020-11-13,M
Chubut,Amenazas,2020-11-14,F
Chubut,Amenazas,2020-11-14,M
Chubut,Amenazas,2020-11-14,F
Chubut,Estafa,2020-11-16,F
Chubut,Hurto,2020-11-16,M
Chubut,Estafa,2020-11-17,M
Chubut,Lesiones leves,2020-11-17,M
Chubut,Amenazas,2020-11-17,F
Chubut,Amenazas,2020-11-17,F
Chubut,Amenazas,2020-11-17,M
Chubut,Amenazas,2020-11-17,F
Chubut,Amenazas,2020-11-17,M
Chubut,Lesiones leves,2020-11-17,F
Chubut,Amenazas,2020-11-17,F
Chubut,Amenazas,2020-11-17,M
Chubut,Amenazas,2020-11-17,M
Chubut,Amenazas,2020-11-17,F
Chubut,Encubrimiento,2020-11-18,M
Chubut,Amenazas,2020-11-18,F
Chubut,Robo,2020-11-18,F
Chubut,Usurpación,2020-11-19,F
Chubut,Usurpación,2020-11-19,F
Chubut,Hurto,2020-11-19,M
Chubut,Amenazas,2020-11-19,M
Chubut,Amenazas,2020-11-22,M
Chubut,Violación de domicilio,2020-11-22,M
Chubut,Amenazas,2020-11-22,M
Chubut,Violación de domicilio,2020-11-22,M
Chubut,Amenazas,2020-11-22,M
Chubut,Abuso de arma,2020-11-25,M
Chubut,Hurto,2020-11-25,F
Chubut,Hurto,2020-11-25,F
Chubut,Robo,2020-11-25,M
Chubut,Amenazas,2020-11-25,M
Chubut,Amenazas,2020-11-25,M
Chubut,Amenazas,2020-11-25,F
Chubut,Amenazas,2020-11-25,F
Chubut,Violación de medidas contra epidemias,2020-11-25,M
Chubut,Lesiones leves,2020-11-25,M
Chubut,Lesiones leves,2020-11-25,M
Chubut,Daños,2020-11-25,M
Chubut,Hurto,2020-11-25,F
Chubut,Hurto,2020-11-26,M
Chubut,Lesiones leves,2020-11-26,M
Chubut,Estafa,2020-11-26,M
Chubut,Lesiones leves,2020-11-26,M
Chubut,Amenazas,2020-11-26,F
Chubut,Lesiones leves,2020-11-26,F
Chubut,Lesiones leves,2020-11-26,M
Chubut,Amenazas,2020-11-26,M
Chubut,Daños,2020-11-26,M
Chubut,Amenazas,2020-11-26,M
Chubut,Amenazas,2020-11-26,M
Chubut,Lesiones leves,2020-11-26,M
Chubut,Amenazas,2020-11-26,M
Chubut,Estafa,2020-11-26,M
Chubut,Hurto,2020-11-27,M
Chubut,Encubrimiento,2020-11-27,M
Chubut,Robo,2020-11-30,M
Chubut,Amenazas,2020-11-30,F
Chubut,Violación de domicilio,2020-11-30,F
Chubut,Amenazas,2020-11-30,F
Chubut,Lesiones leves,2020-11-30,M
Chubut,Amenazas,2020-11-30,M
Chubut,Amenazas,2020-11-30,M
Chubut,Lesiones leves,2020-11-30,M
Chubut,Amenazas,2020-11-30,M
Chubut,Lesiones leves,2020-12-01,F
Chubut,Amenazas,2020-12-01,M
Chubut,Amenazas,2020-12-01,M
Chubut,Privación ilegal de la libertad,2020-12-01,M
Chubut,Lesiones leves,2020-12-01,M
Chubut,Amenazas,2020-12-01,M
Chubut,Amenazas,2020-12-02,M
Chubut,Amenazas,2020-12-02,M
Chubut,Amenazas,2020-12-02,M
Chubut,Amenazas,2020-12-02,M
Chubut,Amenazas,2020-12-02,M
Chubut,Desobediencia a la autoridad,2020-12-02,M
Chubut,Amenazas,2020-12-02,M
Chubut,Amenazas,2020-12-02,M
Chubut,Robo,2020-12-02,M
Chubut,Robo,2020-12-02,M
Chubut,Amenazas,2020-12-03,M
Chubut,Amenazas,2020-12-03,M
Chubut,Amenazas,2020-12-03,M
Chubut,Amenazas,2020-12-03,M
Chubut,Usurpación,2020-12-03,F
Chubut,Usurpación,2020-12-03,M
Chubut,Amenazas,2020-12-03,F
Chubut,Amenazas,2020-12-04,M
Chubut,Depositario infiel,2020-12-04,F
Chubut,Estafa,2020-12-06,M
Chubut,"Falsificación, alteración o supresión de numeración",2020-12-08,M
Chubut,Desobediencia a la autoridad,2020-12-09,M
Chubut,Amenazas,2020-12-09,M
Chubut,Robo,2020-12-09,M
Chubut,Lesiones leves,2020-12-09,F
Chubut,Amenazas,2020-12-09,F
Chubut,Lesiones leves,2020-12-09,F
Chubut,Amenazas,2020-12-09,F
Chubut,Amenazas,2020-12-09,M
Chubut,Amenazas,2020-12-09,M
Chubut,Amenazas,2020-12-09,F
Chubut,Daños de una cosa mueble o inmueble o un animal,2020-12-09,M
Chubut,Amenazas,2020-12-10,M
Chubut,Amenazas,2020-12-10,M
Chubut,Lesiones leves,2020-12-10,M
Chubut,Desobediencia a la autoridad,2020-12-10,M
Chubut,Robo,2020-12-10,M
Chubut,Robo,2020-12-10,M
Chubut,Amenazas,2020-12-10,M
Chubut,Amenazas,2020-12-10,F
Chubut,Amenazas,2020-12-10,F
Chubut,Amenazas,2020-12-10,M
Chubut,Desobediencia a la autoridad,2020-12-10,M
Chubut,Lesiones leves,2020-12-10,M
Chubut,Hurto,2020-12-10,M
Chubut,Amenazas,2020-12-11,F
Chubut,Robo,2020-12-11,M
Chubut,Abigeato simple,2020-12-13,M
Chubut,Abigeato simple,2020-12-13,M
Chubut,Hurto,2020-12-14,M
Chubut,Abuso de arma,2020-12-14,M
Chubut,Abuso de arma,2020-12-14,M
Chubut,Robo,2020-12-14,M
Chubut,Amenazas,2020-12-14,M
Chubut,Estafa,2020-12-15,F
Chubut,Lesiones leves,2020-12-15,M
Chubut,Amenazas,2020-12-15,M
Chubut,Lesiones leves,2020-12-15,M
Chubut,Lesiones leves,2020-12-15,M
Chubut,Abuso de autoridad,2020-12-15,M
Chubut,Lesiones leves,2020-12-15,M
Chubut,Abuso sexual,2020-12-15,M
Chubut,Lesiones leves,2020-12-15,M
Chubut,Amenazas,2020-12-15,F
Chubut,Lesiones leves,2020-12-15,M
Chubut,Amenazas,2020-12-15,M
Chubut,Lesiones leves,2020-12-15,M
Chubut,Amenazas,2020-12-16,F
Chubut,Amenazas,2020-12-16,F
Chubut,Amenazas,2020-12-16,F
Chubut,Lesiones leves,2020-12-16,M
Chubut,Hurto,2020-12-16,F
Chubut,Amenazas,2020-12-16,M
Chubut,Amenazas,2020-12-16,M
Chubut,Amenazas,2020-12-16,F
Chubut,Lesiones leves,2020-12-16,F
Chubut,Amenazas,2020-12-16,F
Chubut,"Daño ejecutado en cosas de valor científico, cultural, militar o religioso, e instalaciones públicas.",2020-12-16,M
Chubut,"Daño ejecutado en cosas de valor científico, cultural, militar o religioso, e instalaciones públicas.",2020-12-16,M
Chubut,"Daño ejecutado en cosas de valor científico, cultural, militar o religioso, e instalaciones públicas.",2020-12-16,M
Chubut,"Daño ejecutado en cosas de valor científico, cultural, militar o religioso, e instalaciones públicas.",2020-12-16,M
Chubut,"Daño ejecutado en cosas de valor científico, cultural, militar o religioso, e instalaciones públicas.",2020-12-16,M
Chubut,Amenazas,2020-12-16,F
Chubut,Amenazas,2020-12-16,M
Chubut,Hurto,2020-12-16,M
Chubut,Amenazas,2020-12-16,M
Chubut,Hurto,2020-12-16,M
Chubut,Amenazas,2020-12-16,M
Chubut,Hurto,2020-12-16,M
Chubut,Amenazas,2020-12-16,M
Chubut,Hurto,2020-12-16,M
Chubut,Amenazas,2020-12-16,M
Chubut,Amenazas,2020-12-18,M
Chubut,Lesiones leves,2020-12-18,F
Chubut,Lesiones leves,2020-12-18,M
Chubut,Amenazas,2020-12-18,M
Chubut,Amenazas,2020-12-18,M
Chubut,Lesiones graves,2020-12-21,M
Chubut,Lesiones graves,2020-12-21,M
Chubut,Amenazas,2020-12-21,M
Chubut,Daños,2020-12-21,M
Chubut,Amenazas,2020-12-21,M
Chubut,Lesiones leves,2020-12-21,M
Chubut,Amenazas,2020-12-21,M
Chubut,Amenazas,2020-12-21,M
Chubut,Lesiones leves,2020-12-21,M
Chubut,Daños,2020-12-21,M
Chubut,Lesiones leves,2020-12-21,F
Chubut,Amenazas,2020-12-21,F
Chubut,Lesiones leves,2020-12-21,M
Chubut,Amenazas,2020-12-21,M
Chubut,Encubrimiento,2020-12-21,M
Chubut,Lesiones leves,2020-12-22,F
Chubut,Lesiones leves,2020-12-22,M
Chubut,Daños,2020-12-22,M
Chubut,Estafa,2020-12-23,M
Chubut,Lesiones gravísimas agravadas por el vínculo,2020-12-23,M
Chubut,Depositario infiel,2020-12-26,F
Chubut,Lesiones leves,2020-12-27,M
Chubut,Amenazas,2020-12-27,F
Chubut,Amenazas,2020-12-27,M
Chubut,Estafa,2020-12-27,F
Chubut,Amenazas,2020-12-27,M
Chubut,Lesiones leves,2020-12-28,M
Chubut,Daños,2020-12-28,M
Chubut,Usurpación,2020-12-28,M
Chubut,Hurto,2020-12-28,F
Chubut,Amenazas,2020-12-28,M
Chubut,Hurto,2020-12-28,M
Chubut,Amenazas,2020-12-29,M
Chubut,Amenazas,2020-12-29,M
Chubut,Amenazas,2020-12-29,F
Chubut,Amenazas,2020-12-29,M
Chubut,Estafa,2020-12-29,M
Chubut,Amenazas,2020-12-29,M
Chubut,Amenazas,2020-12-29,M
Chubut,Amenazas,2020-12-29,F
Chubut,Hurto,2020-12-29,F
Chubut,Usurpación,2020-12-29,F
Chubut,Usurpación,2020-12-30,F
Chubut,Investigación para la determinación del delito,2020-12-30,F
Chubut,Amenazas,2020-12-30,M
Chubut,Lesiones leves,2020-12-30,M
Chubut,Amenazas,2020-12-30,M
Chubut,Amenazas,2020-12-30,M
Chubut,Amenazas,2020-12-30,M
Chubut,Amenazas,2020-12-30,M
Chubut,Robo,2021-01-01,M
Chubut,Hurto,2021-01-01,M
Chubut,Hurto,2021-01-01,M
Chubut,Hurto,2021-01-01,M
Chubut,Homicidio,2021-01-02,M
Chubut,Daños,2021-01-04,F
Chubut,Robo,2021-01-04,M
Chubut,Amenazas,2021-01-04,M
Chubut,Lesiones leves,2021-01-04,M
Chubut,Atentado contra la autoridad,2021-01-04,M
Chubut,Amenazas,2021-01-04,M
Chubut,Amenazas,2021-01-04,M
Chubut,Daños,2021-01-04,M
Chubut,Lesiones leves,2021-01-04,M
Chubut,Lesiones leves,2021-01-04,M
Chubut,Lesiones leves,2021-01-04,M
Chubut,Lesiones leves,2021-01-04,M
Chubut,Lesiones leves,2021-01-04,M
Chubut,Amenazas,2021-01-04,M
Chubut,Lesiones leves,2021-01-04,M
Chubut,Daños,2021-01-04,M
Chubut,Calumnias,2021-01-04,M
Chubut,Lesiones leves,2021-01-04,M
Chubut,Amenazas,2021-01-04,M
Chubut,Amenazas,2021-01-04,F
Chubut,Amenazas,2021-01-04,F
Chubut,Estafa,2021-01-04,M
Chubut,Amenazas,2021-01-04,M
Chubut,Daños,2021-01-04,M
Chubut,Amenazas,2021-01-04,M
Chubut,Desobediencia a la autoridad,2021-01-05,M
Chubut,Amenazas,2021-01-05,F
Chubut,Portación ilegal de arma de uso civil,2021-01-06,M
Chubut,Hurto,2021-01-06,F
Chubut,Amenazas,2021-01-06,F
Chubut,Daños de una cosa mueble o inmueble o un animal,2021-01-06,F
Chubut,Hurto,2021-01-06,F
Chubut,Amenazas,2021-01-06,F
Chubut,Amenazas,2021-01-06,F
Chubut,Lesiones leves,2021-01-06,F
Chubut,Daños,2021-01-06,F
Chubut,Abuso de arma,2021-01-06,F
Chubut,Amenazas,2021-01-07,M
Chubut,Hurto,2021-01-07,M
Chubut,"Falsificación, alteración o supresión de numeración",2021-01-07,M
Chubut,Amenazas,2021-01-08,F
Chubut,Amenazas,2021-01-08,F
Chubut,Falsa denuncia,2021-01-08,F
Chubut,Hurto,2021-01-08,F
Chubut,Amenazas,2021-01-08,M
Chubut,Violación de domicilio,2021-01-08,M
Chubut,Amenazas,2021-01-08,F
Chubut,Robo,2021-01-08,F
Chubut,Investigación para la determinación del delito,2021-01-08,F
Chubut,Robo,2021-01-08,M
Chubut,Amenazas,2021-01-08,F
Chubut,Robo,2021-01-08,M
Chubut,Amenazas,2021-01-08,F
Chubut,Amenazas,2021-01-08,M
Chubut,Lesiones leves,2021-01-08,F
Chubut,Amenazas,2021-01-08,F
Chubut,Daños,2021-01-08,F
Chubut,Amenazas,2021-01-08,F
Chubut,Robo,2021-01-08,M
Chubut,Robo,2021-01-08,F
Chubut,Desobediencia a la autoridad,2021-01-09,F
Chubut,Lesiones leves,2021-01-09,F
Chubut,Hurto,2021-01-09,F
Chubut,Amenazas,2021-01-09,F
Chubut,Amenazas,2021-01-09,M
Chubut,Amenazas,2021-01-09,M
Chubut,Investigación para la determinación del delito,2021-01-10,M
Chubut,Injurias,2021-01-10,F
Chubut,Amenazas,2021-01-10,F
Chubut,Amenazas,2021-01-10,M
Chubut,Atentado contra la autoridad,2021-01-11,M
Chubut,Atentado contra la autoridad,2021-01-11,M
Chubut,Atentado contra la autoridad,2021-01-11,F
Chubut,Atentado contra la autoridad,2021-01-11,F
Chubut,Hurto,2021-01-11,M
Chubut,Estafa,2021-01-11,M
Chubut,Hurto,2021-01-11,M
Chubut,Lesiones leves,2021-01-11,M
Chubut,Lesiones leves,2021-01-11,M
Chubut,Amenazas,2021-01-11,M
Chubut,Amenazas,2021-01-11,M
Chubut,Amenazas,2021-01-11,F
Chubut,Amenazas,2021-01-11,F
Chubut,Amenazas,2021-01-11,M
Chubut,Desobediencia a la autoridad,2021-01-11,M
Chubut,Lesiones leves,2021-01-11,M
Chubut,Amenazas,2021-01-11,M
Chubut,Lesiones leves,2021-01-11,F
Chubut,Lesiones leves,2021-01-11,M
Chubut,Lesiones leves,2021-01-11,M
Chubut,Lesiones leves,2021-01-11,M
Chubut,Amenazas,2021-01-11,M
Chubut,Lesiones leves,2021-01-11,F
Chubut,Lesiones leves,2021-01-11,M
Chubut,Amenazas,2021-01-12,M
Chubut,Lesiones leves,2021-01-12,M
Chubut,Daños,2021-01-12,F
Chubut,Hurto,2021-01-12,M
Chubut,Resistencia o desobediencia a un funcionario público,2021-01-12,M
Chubut,Hurto,2021-01-12,M
Chubut,Amenazas,2021-01-13,M
Chubut,Violación de domicilio,2021-01-13,F
Chubut,Daños,2021-01-13,F
Chubut,Daños,2021-01-13,M
Chubut,Daños,2021-01-13,M
Chubut,Amenazas,2021-01-13,M
Chubut,Estafa,2021-01-13,F
Chubut,Estafa,2021-01-13,M
Chubut,Amenazas,2021-01-13,F
Chubut,Lesiones leves,2021-01-13,M
Chubut,Estafa,2021-01-13,M
Chubut,Amenazas,2021-01-13,M
Chubut,Amenazas,2021-01-14,M
Chubut,Robo,2021-01-16,M
Chubut,Depositario infiel,2021-01-16,M
Chubut,Amenazas,2021-01-16,F
Chubut,Falsa denuncia,2021-01-16,F
Chubut,Atentado contra la autoridad,2021-01-17,M
Chubut,Resistencia o desobediencia a un funcionario público,2021-01-18,M
Chubut,Lesiones leves,2021-01-18,M
Chubut,Lesiones leves,2021-01-18,M
Chubut,Estafa,2021-01-18,M
Chubut,Lesiones leves,2021-01-18,M
Chubut,Robo,2021-01-18,M
Chubut,Amenazas,2021-01-18,M
Chubut,Daños,2021-01-18,M
Chubut,Desobediencia a la autoridad,2021-01-18,M
Chubut,Amenazas,2021-01-18,M
Chubut,Desobediencia a la autoridad,2021-01-18,M
Chubut,Lesiones leves,2021-01-18,M
Chubut,Amenazas,2021-01-18,M
Chubut,Lesiones leves,2021-01-18,M
Chubut,Lesiones leves,2021-01-18,M
Chubut,Lesiones leves,2021-01-18,M
Chubut,Amenazas,2021-01-18,M
Chubut,Lesiones leves,2021-01-19,M
Chubut,Amenazas,2021-01-19,M
Chubut,Desobediencia a la autoridad,2021-01-19,M
Chubut,Lesiones leves,2021-01-19,M
Chubut,Hurto,2021-01-19,M
Chubut,Hurto,2021-01-19,M
Chubut,Amenazas,2021-01-19,M
Chubut,Amenazas,2021-01-19,F
Chubut,Amenazas,2021-01-19,M
Chubut,Amenazas,2021-01-19,M
Chubut,Amenazas,2021-01-19,M
Chubut,Amenazas,2021-01-20,M
Chubut,Robo,2021-01-20,M
Chubut,Robo,2021-01-20,M
Chubut,Amenazas,2021-01-20,M
Chubut,Amenazas,2021-01-20,M
Chubut,Amenazas,2021-01-20,F
Chubut,Hurto,2021-01-20,M
Chubut,Lesiones leves,2021-01-20,M
Chubut,Tenencia ilegal de arma de uso civil,2021-01-22,M
Chubut,Lesiones leves,2021-01-22,F
Chubut,Lesiones leves,2021-01-22,F
Chubut,Encubrimiento,2021-01-23,M
Chubut,Hurto,2021-01-23,M
Chubut,Amenazas,2021-01-23,M
Chubut,"Incendio, explosión o inundación",2021-01-24,F
Chubut,Tenencia ilegal de arma de uso civil,2021-01-25,M
Chubut,Robo,2021-01-25,M
Chubut,Amenazas,2021-01-25,F
Chubut,Amenazas,2021-01-25,F
Chubut,Amenazas,2021-01-25,M
Chubut,Estafa,2021-01-25,M
Chubut,Violación de domicilio,2021-01-25,M
Chubut,Desobediencia a la autoridad,2021-01-25,M
Chubut,Lesiones leves,2021-01-25,F
Chubut,Lesiones leves,2021-01-25,F
Chubut,Lesiones leves,2021-01-25,M
Chubut,Lesiones leves,2021-01-25,M
Chubut,Usurpación,2021-01-26,F
Chubut,Amenazas,2021-01-26,F
Chubut,Daños,2021-01-26,F
Chubut,Hurto,2021-01-26,F
Chubut,Lesiones leves,2021-01-26,M
Chubut,Amenazas,2021-01-26,F
Chubut,Amenazas,2021-01-26,M
Chubut,Hurto,2021-01-28,M
Chubut,Amenazas,2021-01-28,F
Chubut,Robo,2021-01-28,F
Chubut,Robo,2021-01-28,F
Chubut,Amenazas,2021-01-28,F
Chubut,Daños,2021-01-28,F
Chubut,Lesiones leves,2021-01-28,F
Chubut,Amenazas,2021-01-28,F
Chubut,Lesiones leves,2021-01-28,M
Chubut,Abuso de arma,2021-01-28,M
Chubut,Amenazas,2021-01-28,M
Chubut,Lesiones leves,2021-01-28,M
Chubut,Abuso de arma,2021-01-28,M
Chubut,Amenazas,2021-01-28,M
Chubut,Estafa,2021-01-29,F
Chubut,Estafa,2021-01-29,F
Chubut,Robo,2021-01-29,M
Chubut,Robo,2021-01-29,M
Chubut,Lesiones leves,2021-01-29,F
Chubut,Robo,2021-01-30,M
Chubut,Robo,2021-01-30,M
Chubut,Robo,2021-01-30,F
Chubut,Robo,2021-01-30,F
Chubut,Robo,2021-01-30,M
Chubut,Amenazas,2021-01-30,M
Chubut,Daños,2021-01-30,M
Chubut,Amenazas,2021-02-01,F
Chubut,Amenazas,2021-02-01,F
Chubut,Robo,2021-02-01,M
Chubut,Lesiones leves,2021-02-01,M
Chubut,Amenazas,2021-02-01,M
Chubut,Amenazas,2021-02-01,M
Chubut,Hurto,2021-02-01,M
Chubut,Lesiones leves,2021-02-01,M
Chubut,Amenazas,2021-02-01,M
Chubut,Amenazas,2021-02-01,F
Chubut,Daños,2021-02-01,F
Chubut,Resistencia o desobediencia a un funcionario público,2021-02-01,M
Chubut,Daños,2021-02-01,M
Chubut,Daños,2021-02-01,F
Chubut,Lesiones leves,2021-02-02,M
Chubut,Lesiones leves,2021-02-02,F
Chubut,Lesiones leves,2021-02-02,M
Chubut,Desobediencia a la autoridad,2021-02-02,M
Chubut,Desobediencia a la autoridad,2021-02-02,M
Chubut,Robo,2021-02-03,M
Chubut,Hurto,2021-02-03,M
Chubut,Daños de una cosa mueble o inmueble o un animal,2021-02-03,M
Chubut,Daños de una cosa mueble o inmueble o un animal,2021-02-03,F
Chubut,Amenazas,2021-02-04,M
Chubut,Investigación para la determinación del delito,2021-02-05,M
Chubut,Robo,2021-02-07,M
Chubut,Robo,2021-02-08,M
Chubut,Amenazas,2021-02-08,M
Chubut,Tenencia ilegal de arma de uso civil,2021-02-08,M
Chubut,Abuso sexual,2021-02-08,M
Chubut,Investigación para la determinación del delito,2021-02-08,F
Chubut,Resistencia o desobediencia a un funcionario público,2021-02-08,M
Chubut,Robo,2021-02-09,M
Chubut,Robo,2021-02-09,M
Chubut,Robo,2021-02-09,M
Chubut,Abuso sexual,2021-02-10,M
Chubut,Homicidio,2021-02-10,M
Chubut,Robo,2021-02-11,M
Chubut,Lesiones culposas graves o gravísimas,2021-02-12,F
Chubut,Hurto,2021-02-13,M
Chubut,Abuso sexual,2021-02-13,M
Chubut,Hurto,2021-02-13,M
Chubut,Robo,2021-02-14,M
Chubut,Robo,2021-02-21,M
Chubut,Hurto,2021-02-22,M
Chubut,Falsificación o adulteración de documentos,2021-02-24,F
Chubut,Tenencia ilegal de arma de uso civil,2021-02-25,M
Chubut,Robo,2021-02-25,M
Chubut,Robo,2021-02-25,M
